idx,Base salt,Initial loading,Final loading,Fitness
2035,ZnI2,6,9.0,46.40542733333333
2036,CaBr2,9,12.0,46.046517333333334
2037,NaI,2,4.0,38.021513215
2038,SrCl2,0,1.0,56.49312
2039,SnBr2,2,4.0,51.582592000000005
2040,YI3,6,10.0,48.480306299999995
2041,GaI3,3,6.0,49.438893
2042,VBr4,2,4.0,62.00459375
2043,PbBr2,2,4.0,54.208611000000005
2044,SrBr2,4,6.0,51.73108499999999
2045,YI3,4,6.0,74.8361112
2046,YF3,4,6.0,34.384979601000005
2047,KI,2,4.0,44.8512816
2048,SnCl4,3,5.0,57.08241000000001
2049,CsF,1,2.0,55.90328618699999
2050,BeCl2,9,12.0,26.07816570666667
2051,ZnI2,2,4.0,51.32914549999999
2052,VBr2,9,12.0,43.51456283333332
2053,MgI2,4,6.0,56.860064
2054,VBr2,4,6.0,44.79047925
2055,PbCl2,9,12.0,49.933367
2056,SrBr2,2,4.0,49.605149999999995
2057,BaI2,8,12.0,50.95189
2058,SiF4,2,3.0,49.692303583999994
2059,PbBr4,5,8.0,56.73075766666667
2060,ScCl3,2,3.0,76.3677849
2061,RbCl,0,1.0,52.9345398
2062,NiI2,4,8.0,34.13049875
2063,SnI2,8,12.0,47.01211425
2064,ZnBr2,9,12.0,43.281115
2065,PbI2,8,12.0,51.174623999999994
2066,PbF2,9,12.0,40.597138347333335
2067,MgCl2,6,8.0,35.36944950000001
2068,CaCl2,1,2.0,56.115435000000005
2069,BaCl2,9,12.0,44.675197
2070,PbI2,0,2.0,47.715744
2071,BaBr2,4,6.0,55.639056
2072,CoBr2,9,12.0,42.19093226666667
2073,CaCl2,4,6.0,33.372632
2074,NaI,1,2.0,55.57796837
2075,VBr4,0,2.0,51.83990625
2076,KBr,0,1.0,51.38148749999999
2077,LiCl,2,3.0,31.11063500000001
2078,SrI2,4,6.0,58.31741549999999
2079,SrI2,6,9.0,46.006808666666664
2080,BaCl2,4,6.0,46.044141
2081,GaBr3,7,9.0,66.501435
2082,BeF2,9,12.0,17.583393564
2083,BaCl2,0,1.0,59.05151100000001
2084,LaBr3,6,10.0,39.20894249999999
2085,GeF4,2,3.0,54.810943348
2086,RbI,2,4.0,45.33341975
2087,PbCl2,6,9.0,37.533063000000006
2088,SnBr2,9,12.0,48.99466866666666
2089,PbCl2,1,2.0,67.219467
2090,CaBr2,4,6.0,42.58319899999999
2091,SiF4,3,4.0,51.157432928
2092,NiCl3,6,9.0,32.281322666666675
2093,KCl,1,2.0,46.0980174
2094,SrBr2,9,12.0,47.130279
2095,MgI2,1,2.0,78.47418499999999
2096,SnI2,2,4.0,53.7215635
2097,MnCl3,6,9.0,33.66513266666667
2098,MoI4,5,8.0,57.21146099999999
2099,YCl3,0,1.0,61.851170999999994
2100,PbCl4,3,5.0,56.216132
2101,GeF4,3,4.0,57.809718364
2102,YBr3,6,9.0,50.0012856
2103,BaBr2,0,1.0,64.921518
2104,TiF4,2,3.0,51.938551992
2105,MoBr4,0,2.0,50.126046
2106,ZnF2,4,6.0,24.953818273999996
2107,PbI2,2,4.0,54.4257705
2108,CuBr2,9,12.0,38.83586
2109,BaF2,4,6.0,33.922767363
2110,MoBr3,6,9.0,46.76364
2111,ZnBr2,4,6.0,40.750007999999994
2112,BaCl2,2,4.0,39.448959
2113,SrCl2,7,9.0,40.175814
2114,BaI2,2,4.0,52.3282025
2115,YI3,6,9.0,52.0173304
2116,ZnF2,6,8.0,28.160174812
2117,MgI2,9,12.0,45.94866166666666
2118,SrBr2,1,2.0,63.44087699999999
2119,CaBr2,7,9.0,47.301559
2120,PbBr2,6,9.0,40.140386
2121,PbBr2,9,12.0,51.649168
2122,SrI2,2,4.0,53.97663699999999
2123,SnF4,2,3.0,58.492118299999994
2124,ScBr3,7,9.0,61.5739968
2125,PbCl2,0,1.0,50.636691
2126,SrI2,0,1.0,67.216028
2127,CaI2,9,12.0,48.246848
2128,CaCl2,6,8.0,36.38646000000001
2129,SrF2,4,6.0,27.399133617
2130,BeF2,7,9.0,19.223525259
2131,BaF2,9,12.0,32.417881914666665
2132,ScI3,6,9.0,52.768584
2133,BaCl2,1,2.0,60.182766000000015
2134,VBr4,3,5.0,54.482725
2135,BaI2,0,1.0,72.82941199999999
2136,ZnI2,9,12.0,46.03219333333333
2137,SnBr2,6,9.0,35.138710333333336
2138,BaCl2,6,9.0,32.260563
2139,BaBr2,9,12.0,47.17558300000001
2140,GaI3,6,9.0,50.279690499999994
2141,CrBr3,7,9.0,57.68188799999999
2142,CaI2,0,1.0,70.490304
2143,NiI2,9,12.0,44.47521866666667
2144,LaCl3,2,3.0,73.4549805
2145,CrI3,6,9.0,48.999953
2146,LiCl,3,4.0,27.365277000000003
2147,MgBr2,6,8.0,42.8178135
2148,NaBr,3,4.0,45.098971209999995
2149,AlI3,7,9.0,67.44620608000001
2150,YF3,2,3.0,50.977909899
2151,SiF4,4,5.0,46.029480224
2152,LiBr,2,3.0,37.43502
2153,RbBr,0,1.0,50.9815304
2154,SnBr4,3,5.0,56.445984
2155,TiF4,3,4.0,51.229008932
2156,SrBr2,7,9.0,46.628840999999994
2157,YCl3,7,9.0,48.91887135
2158,CaBr2,1,2.0,61.01284
2159,PbBr2,1,2.0,65.838933
2160,LaI3,6,9.0,50.86487466666667
2161,SnF4,3,4.0,59.130214136
2162,VF4,3,4.0,50.007788639999994
2163,VF4,4,5.0,51.457289759999995
2164,PbI2,6,9.0,42.06274333333333
2165,CaI2,7,9.0,53.2819185
2166,RbCl,1,2.0,49.183273199999995
2167,MgI2,6,8.0,49.634752
2168,SnI2,9,12.0,49.05256
2169,YCl3,1,2.0,66.116769
2170,SrI2,9,12.0,48.247828
2171,PbF2,6,8.0,36.137644571
2172,KI,0,1.0,50.42087720000001
2173,VI3,6,9.0,46.465300000000006
2174,CuI2,9,12.0,41.59680000000001
2175,GeF4,4,5.0,51.64556972
2176,TiF4,4,5.0,49.951831424
2177,MnCl4,2,3.0,66.14761999999999
2178,KBr,1,2.0,47.13395119999999
2179,CaI2,4,6.0,47.673295499999995
2180,YCl3,2,3.0,69.5292474
2181,BeI2,9,12.0,36.4396107
2182,GaBr3,0,1.0,68.108976
2183,SnI2,6,9.0,37.109328000000005
2184,PbI2,9,12.0,51.16203066666666
2185,ScCl3,8,9.0,69.425259
2186,GaBr3,1,2.0,73.348128
2187,BaI2,4,6.0,50.833110999999995
2188,CaBr2,6,8.0,43.172994
2189,ZrF4,4,5.0,56.309498047999995
2190,SnF4,4,5.0,57.215926628
2191,GaI3,1,3.0,50.1057405
2192,YI3,7,10.0,44.3369192
2193,LaBr3,7,10.0,38.795404166666664
2194,SrI2,7,9.0,50.390776499999994
2195,HfF4,4,5.0,62.402182148
2196,GaCl3,1,2.0,54.73450799999999
2197,BaBr2,2,4.0,38.980656
2198,BaBr2,1,2.0,57.988152
2199,BeBr2,9,12.0,26.96668678
2200,LaCl3,1,2.0,52.6559
2201,BaBr2,7,9.0,45.81060000000001
2202,CaI2,1,2.0,69.242688
2203,VCl4,2,3.0,60.701328
2204,LiI,2,3.0,39.48373
2205,LaBr3,6,9.0,42.689366666666665
2206,BaI2,9,12.0,46.74432000000001
2207,SrI2,1,2.0,61.824367999999986
2208,LaCl3,0,1.0,51.602782
2209,LaBr3,2,3.0,73.77364499999999
2210,RbBr,3,4.0,53.9157192
2211,PbBr2,0,1.0,54.28824299999999
2212,ZnCl2,6,8.0,29.207562000000003
2213,YBr3,2,3.0,77.6457696
