idx,Base salt,Initial loading,Final loading,Fitness,Origin
4767,LaBr3,7.0,8.0,2.4302325581395348,s
5521,NaH2PO4,1.0,2.0,1.925,s
2178,VF4,3.0,8.0,1.65290648694187,s
1100,CaCl2,4.0,12.0,1.2398477157360406,s
1515,HfF4,3.0,8.0,2.3347050754458163,s
4215,YBr3,2.0,4.0,2.685552407932011,s
4650,PbBr2,4.0,6.0,2.9999999999999996,s
2052,CaI2,1.0,9.0,2.099130434782609,s
4659,SnBr4,3.0,4.0,3.2047244094488185,s
3223,ZnCl2,0.0,8.0,1.6242737249838606,s
1549,LaBr3,0.0,3.0,3.3782051282051277,s
1234,BeI2,0.0,4.0,2.6371541501976283,s
2383,LaF3,0.0,3.0,3.0182481751824812,s
1929,VF4,0.0,4.0,1.957638888888889,s
2164,LaI3,0.0,8.0,2.756926952141058,s
5386,PbHAsO4,3.0,7.0,2.6595744680851063,s
4734,CaI2,7.0,8.0,1.904761904761905,s
3567,MoI4,0.0,8.0,3.133986928104575,s
419,La2(CO3)3,0.5,8.0,2.69,e
245,Cu(HCOO)2,0.0,4.0,1.84,e
5197,CrAsO4,5.0,11.0,1.968085106382979,s
5600,Co3(AsO4)2,3.0,4.0,3.705882352941176,s
1553,CaI2,4.0,9.0,2.0997150997151,s
550,Mn(ClO4)2,4.0,6.0,1.67,e
1627,BeI2,4.0,8.0,2.146341463414634,s
661,NaBO3,0.0,4.0,1.7,e
920,UO3,0.9,1.0,6.85,e
2545,YI3,4.0,8.0,2.6612903225806455,s
898,UO2(NO3)2,1.0,2.0,3.45,e
3053,ScI3,7.0,8.0,2.603448275862069,s
1682,BeI2,4.0,7.0,2.276543209876543,s
1884,LiF,0.0,4.0,1.5105182144689584,s
2468,RbBr,0.0,3.0,2.3194888178913735,s
3137,MgCl2,2.0,12.0,1.255464480874317,s
5571,LaAsO4,1.0,2.0,3.789473684210526,s
820,SnCl4,0.0,8.0,1.94,e
3866,HfCl4,4.0,8.0,2.2816188870151772,s
3674,YCl3,4.0,9.0,1.5080482897384306,s
2637,GeCl2,2.0,4.0,1.893169877408056,s
630,Na2Se,0.0,4.5,1.81,e
2953,GaCl3,2.0,3.0,2.134099616858238,s
5702,Ca(ClO4)2,5.0,6.0,2.0,s
5272,NaOH,4.0,7.0,1.3592233009708736,s
5477,Sr(NO3)2,0.0,2.0,2.3333333333333335,s
5490,CrPO4,7.0,9.0,1.9318181818181817,s
1789,BeI2,7.0,9.0,2.099502487562189,s
3309,CrBr3,1.0,9.0,2.0091743119266052,s
210,CrF3,0.0,5.0,1.98,e
1898,CaBr2,0.0,12.0,1.478170478170478,s
4994,Na3PO4,0.0,8.0,1.8322981366459627,s
430,LaCl3,0.0,3.0,2.59,e
4269,LaI3,1.0,3.0,3.896995708154506,s
2672,CaCl2,6.0,9.0,1.453292496171516,s
253,CuCl2,0.0,2.0,2.55,e
4309,KBr,0.0,1.0,2.1706666666666665,s
1728,AlI3,6.0,9.0,2.347962382445141,s
702,Nd(NO3)3,0.0,3.0,2.52,e
1640,MnCl4,5.0,8.0,1.755,s
4954,Ca(OH)2,0.0,8.0,1.65,s
4548,YBr3,0.0,1.0,3.7947019867549665,s
3917,CaCl2,8.0,12.0,1.2404063205417606,s
5025,K2CO3,1.0,10.0,1.4702380952380951,s
1576,PbI2,0.0,4.0,3.698492462311558,s
536,MgSO4,4.0,5.0,1.25,e
1519,KF,0.0,1.0,1.964933494558646,s
924,VBr3,0.0,6.0,2.58,e
2302,PbBr2,0.0,4.0,3.408014571948998,s
5228,Ca3(PO4)2,3.0,10.0,2.1219512195121952,s
1944,CaF2,2.0,12.0,1.347289318303811,s
595,Na2C2H4O6,0.0,2.0,1.55,e
4847,FeAsO4,1.0,9.0,2.0610687022900764,s
1872,GeF4,0.0,3.0,2.500369003690037,s
1096,LaI3,0.0,9.0,2.686651583710407,s
102,CaAl2Si2O8,0.0,1.0,5.85,e
1297,GaCl3,1.0,9.0,1.5978602894902456,s
689,NaOH,1.0,7.0,1.18,e
5613,Mg(ClO4)2,6.0,8.0,1.8620689655172415,s
4112,CoI2,8.0,12.0,1.9054820415879017,s
1271,HfCl4,0.0,8.0,2.2818897637795277,s
1381,LaI3,0.0,10.0,2.601984564498346,s
108,CaBr2,0.0,6.0,2.21,e
29,AlPO4,0.0,2.0,2.06,e
583,MnSO4,1.0,4.0,2.08,e
4811,K2Se,5.0,9.0,1.4131147540983606,s
